country,crop_id,value,is_average
Bangladesh,175,396.5,FALSE
Bangladesh,205,312.4,FALSE
Bangladesh,208,121.2,FALSE
Bangladesh,215,387.3,FALSE
Bangladesh,235,198.8,FALSE
Bangladesh,248,561.9,FALSE
Bangladesh,254,218.2,FALSE
Bangladesh,267,508.4,FALSE
Bangladesh,276,459.2,FALSE
Bangladesh,296,172.9,FALSE
Bangladesh,306,417.9,FALSE
Bangladesh,318,255.3,FALSE
Barbados,16,1515,FALSE
Barbados,40,2490,FALSE
Barbados,49,3080,FALSE
Barbados,52,2055,FALSE
Barbados,54,3590,FALSE
Barbados,63,3720,FALSE
Barbados,90,1515,FALSE
Barbados,101,1535,FALSE
Barbados,154,2650,FALSE
Barbados,179,1835,FALSE
Barbados,202,2150,FALSE
Barbados,215,2440,FALSE
Barbados,238,1325,FALSE
Barbados,296,2335,FALSE
Barbados,306,2740,FALSE
Barbados,319,3665,FALSE
Belarus,7,456.8,FALSE
Belarus,17,174.1,FALSE
Belarus,39,366.9,FALSE
Belarus,40,281.5,FALSE
Belarus,49,248.2,FALSE
Belarus,88,2583.6,FALSE
Belarus,90,1216,FALSE
Belarus,108,619.3,FALSE
Belarus,161,802.9,FALSE
Belarus,169,559.7,FALSE
Belarus,200,127.5,FALSE
Belarus,205,253.8,FALSE
Belarus,221,844.9,FALSE
Belarus,217,757.8,FALSE
Belarus,218,441.8,FALSE
Belarus,231,709.6,FALSE
Belarus,235,133.5,FALSE
Belarus,248,596.4,FALSE
Belarus,259,145.1,FALSE
Belarus,281,3089.5,FALSE
Belarus,282,56.8,FALSE
Belarus,306,1504.5,FALSE
Belarus,308,156,FALSE
Belarus,318,214.1,FALSE
Belgium,7,395.8,FALSE
Belgium,12,2290.3,FALSE
Belgium,17,130.7,FALSE
Belgium,19,2477.1,FALSE
Belgium,40,1179.8,FALSE
Belgium,49,631.3,FALSE
Belgium,54,1223.8,FALSE
Belgium,58,2071.4,FALSE
Belgium,61,553.3,FALSE
Belgium,63,1415.6,FALSE
Belgium,90,354.1,FALSE
Belgium,91,1612.9,FALSE
Belgium,108,338.5,FALSE
Belgium,138,5352,FALSE
Belgium,152,322.9,FALSE
Belgium,158,346.3,FALSE
Belgium,192,1640.6,FALSE
Belgium,200,62,FALSE
Belgium,205,144.8,FALSE
Belgium,221,520.6,FALSE
Belgium,231,964.8,FALSE
Belgium,235,210.2,FALSE
Belgium,243,520.6,FALSE
Belgium,248,215.9,FALSE
Belgium,249,8236.7,FALSE
Belgium,259,107.6,FALSE
Belgium,281,1174.3,FALSE
Belgium,282,29.1,FALSE
Belgium,305,2000,FALSE
Belgium,306,758.4,FALSE
Belgium,308,63.5,FALSE
Belgium,318,147.5,FALSE
Bhutan,7,744.1,FALSE
Bhutan,12,1771,FALSE
Bhutan,16,386.9,FALSE
Bhutan,18,1212.9,FALSE
Bhutan,19,684.6,FALSE
Bhutan,39,654.8,FALSE
Bhutan,40,386.9,FALSE
Bhutan,49,580.4,FALSE
Bhutan,54,729.2,FALSE
Bhutan,63,982.2,FALSE
Bhutan,101,550.6,FALSE
Bhutan,112,1116.1,FALSE
Bhutan,115,639.9,FALSE
Bhutan,169,878,FALSE
Bhutan,175,639.9,FALSE
Bhutan,192,5521.2,FALSE
Bhutan,194,699.5,FALSE
Bhutan,219,625,FALSE
Bhutan,221,759,FALSE
Bhutan,218,625,FALSE
Bhutan,228,416.7,FALSE
Bhutan,231,416.7,FALSE
Bhutan,235,357.2,FALSE
Bhutan,254,818.5,FALSE
Bhutan,276,788.7,FALSE
Bhutan,286,297.6,FALSE
Bhutan,306,625,FALSE
Bhutan,318,565.5,FALSE
Bolivia (Plurinational State of),7,646.3,FALSE
Bolivia (Plurinational State of),17,213.6,FALSE
Bolivia (Plurinational State of),19,752.1,FALSE
Bolivia (Plurinational State of),49,160.3,FALSE
Bolivia (Plurinational State of),52,205.7,FALSE
Bolivia (Plurinational State of),59,683.9,FALSE
Bolivia (Plurinational State of),63,455,FALSE
Bolivia (Plurinational State of),74,2075.3,FALSE
Bolivia (Plurinational State of),77,1325.5,FALSE
Bolivia (Plurinational State of),90,166,FALSE
Bolivia (Plurinational State of),112,1330.6,FALSE
Bolivia (Plurinational State of),120,549.4,FALSE
Bolivia (Plurinational State of),128,741.6,FALSE
Bolivia (Plurinational State of),158,273.9,FALSE
Bolivia (Plurinational State of),169,303.7,FALSE
Bolivia (Plurinational State of),205,94.8,FALSE
Bolivia (Plurinational State of),218,620.7,FALSE
Bolivia (Plurinational State of),235,321.8,FALSE
Bolivia (Plurinational State of),238,133.6,FALSE
Bolivia (Plurinational State of),245,1028.8,FALSE
Bolivia (Plurinational State of),254,269.9,FALSE
Bolivia (Plurinational State of),270,124.9,FALSE
Bolivia (Plurinational State of),276,268.2,FALSE
Bolivia (Plurinational State of),286,97.1,FALSE
Bolivia (Plurinational State of),289,294.9,FALSE
Bolivia (Plurinational State of),296,309.8,FALSE
Bolivia (Plurinational State of),306,213.5,FALSE
Bolivia (Plurinational State of),318,283.6,FALSE
Bosnia and Herzegovina,7,401.6,FALSE
Bosnia and Herzegovina,8,799.7,FALSE
Bosnia and Herzegovina,17,174.2,FALSE
Bosnia and Herzegovina,18,2333,FALSE
Bosnia and Herzegovina,19,977.9,FALSE
Bosnia and Herzegovina,39,509,FALSE
Bosnia and Herzegovina,40,148.7,FALSE
Bosnia and Herzegovina,49,498.8,FALSE
Bosnia and Herzegovina,58,2174,FALSE
Bosnia and Herzegovina,63,588.8,FALSE
Bosnia and Herzegovina,90,519.8,FALSE
Bosnia and Herzegovina,105,2293.9,FALSE
Bosnia and Herzegovina,112,2922.8,FALSE
Bosnia and Herzegovina,120,527.1,FALSE
Bosnia and Herzegovina,154,1747.6,FALSE
Bosnia and Herzegovina,158,555.4,FALSE
Bosnia and Herzegovina,169,154.4,FALSE
Bosnia and Herzegovina,200,226.2,FALSE
Bosnia and Herzegovina,205,219.4,FALSE
Bosnia and Herzegovina,219,696.8,FALSE
Bosnia and Herzegovina,221,638,FALSE
Bosnia and Herzegovina,231,535.6,FALSE
Bosnia and Herzegovina,235,204.2,FALSE
Bosnia and Herzegovina,243,261.3,FALSE
Bosnia and Herzegovina,248,369.3,FALSE
Bosnia and Herzegovina,249,1671.8,FALSE
Bosnia and Herzegovina,259,194.6,FALSE
Bosnia and Herzegovina,276,319.5,FALSE
Bosnia and Herzegovina,281,1193.9,FALSE
Bosnia and Herzegovina,289,275.4,FALSE
Bosnia and Herzegovina,298,381.8,FALSE
Bosnia and Herzegovina,305,1545.1,FALSE
Bosnia and Herzegovina,306,565,FALSE
Bosnia and Herzegovina,308,169.7,FALSE
Bosnia and Herzegovina,316,2554.7,FALSE
Bosnia and Herzegovina,317,109.2,FALSE
Bosnia and Herzegovina,318,178.7,FALSE
Brazil,16,630.6,FALSE
Brazil,18,1232.4,FALSE
Brazil,52,86.1,FALSE
Brazil,77,2235.6,FALSE
Brazil,169,183.7,FALSE
Brazil,235,544.6,FALSE
Brazil,254,258,FALSE
Brazil,84,1031.8,FALSE
Brazil,276,343.9,FALSE
Brazil,286,20.5,FALSE
Brazil,305,2378.9,FALSE
Brazil,306,601.9,FALSE
Bulgaria,7,250.9,FALSE
Bulgaria,8,343.3,FALSE
Bulgaria,17,155.6,FALSE
Bulgaria,18,1238.4,FALSE
Bulgaria,19,311.1,FALSE
Bulgaria,40,196,FALSE
Bulgaria,49,201.9,FALSE
Bulgaria,58,624.4,FALSE
Bulgaria,63,309.9,FALSE
Bulgaria,90,574.5,FALSE
Bulgaria,101,214.4,FALSE
Bulgaria,112,1363.1,FALSE
Bulgaria,120,330.3,FALSE
Bulgaria,128,1244.3,FALSE
Bulgaria,138,11204.5,FALSE
Bulgaria,156,817.9,FALSE
Bulgaria,169,157.6,FALSE
Bulgaria,192,1505.1,FALSE
Bulgaria,200,194,FALSE
Bulgaria,205,257.1,FALSE
Bulgaria,219,314.5,FALSE
Bulgaria,221,656.5,FALSE
Bulgaria,217,291.6,FALSE
Bulgaria,218,283.9,FALSE
Bulgaria,231,226.8,FALSE
Bulgaria,235,214.7,FALSE
Bulgaria,238,272.1,FALSE
Bulgaria,248,385.2,FALSE
Bulgaria,249,2011.8,FALSE
Bulgaria,254,341.9,FALSE
Bulgaria,259,159.5,FALSE
Bulgaria,84,125.5,TRUE
Bulgaria,270,153.8,FALSE
Bulgaria,276,406.1,FALSE
Bulgaria,281,1403.2,FALSE
Bulgaria,289,394.2,FALSE
Bulgaria,305,3115.9,FALSE
Bulgaria,306,475.7,FALSE
Bulgaria,308,156.7,FALSE
Bulgaria,316,1129.5,FALSE
Bulgaria,317,152.1,FALSE
Bulgaria,318,155.5,FALSE
Cabo Verde,16,1195.6,FALSE
Cabo Verde,19,3948.8,FALSE
Cabo Verde,40,1816.9,FALSE
Cabo Verde,49,2272.7,FALSE
Cabo Verde,52,2231.4,FALSE
Cabo Verde,90,1562.8,FALSE
Cabo Verde,112,3553.3,FALSE
Cabo Verde,158,2875.8,FALSE
Cabo Verde,169,704.9,FALSE
Cabo Verde,205,1167.3,FALSE
Cabo Verde,235,2043.6,FALSE
Cabo Verde,238,2194.4,FALSE
Cabo Verde,296,1889.2,FALSE
Cabo Verde,306,1762.3,FALSE
Cabo Verde,317,1660.9,FALSE
Canada,7,421.5,FALSE
Canada,8,1244.8,FALSE
Canada,12,3100.6,FALSE
Canada,17,165.4,FALSE
Canada,18,654.5,FALSE
Canada,19,521.4,FALSE
Canada,30,911.7,FALSE
Canada,40,358.1,FALSE
Canada,49,259.5,FALSE
Canada,54,710.9,FALSE
Canada,58,2679.6,FALSE
Canada,60,652.1,FALSE
Canada,63,666.1,FALSE
Canada,88,640.2,FALSE
Canada,90,465.6,FALSE
Canada,112,8030.5,FALSE
Canada,120,1171.2,FALSE
Canada,152,1294.6,FALSE
Canada,156,624.7,FALSE
Canada,158,658.1,FALSE
Canada,161,347.1,FALSE
Canada,169,146.4,FALSE
Canada,80,289.6,FALSE
Canada,179,368.1,FALSE
Canada,192,2959,FALSE
Canada,194,675.2,FALSE
Canada,200,132.7,FALSE
Canada,205,301.7,FALSE
Canada,219,1280.5,FALSE
Canada,221,896.4,FALSE
Canada,217,265.1,FALSE
Canada,218,326,FALSE
Canada,231,1522,FALSE
Canada,235,211.6,FALSE
Canada,238,243.4,FALSE
Canada,248,357.8,FALSE
Canada,249,2403.4,FALSE
Canada,259,148.2,FALSE
Canada,276,341.8,FALSE
Canada,279,1584.5,FALSE
Canada,281,3064,FALSE
Canada,289,433.7,FALSE
Canada,305,4285.5,FALSE
Canada,306,172.3,FALSE
Canada,317,368.1,FALSE
Canada,318,174.3,FALSE
Chile,7,650.2,FALSE
Chile,8,1079.7,FALSE
Chile,12,2012,FALSE
Chile,13,2466,FALSE
Chile,18,1991.9,FALSE
Chile,19,1249.9,FALSE
Chile,49,363.2,FALSE
Chile,58,2279.8,FALSE
Chile,60,2084.2,FALSE
Chile,63,1260.5,FALSE
Chile,88,5169.8,FALSE
Chile,112,2816.1,FALSE
Chile,121,730.6,FALSE
Chile,120,1801,FALSE
Chile,154,676.2,FALSE
Chile,156,2189.8,FALSE
Chile,169,84.7,FALSE
Chile,205,524.8,FALSE
Chile,208,626.6,FALSE
Chile,215,1500.8,FALSE
Chile,219,1052.4,FALSE
Chile,221,610.8,FALSE
Chile,217,2053.3,FALSE
Chile,218,973.6,FALSE
Chile,231,638.7,FALSE
Chile,235,368.9,FALSE
Chile,238,724.5,FALSE
Chile,243,789.1,FALSE
Chile,249,4672.4,FALSE
Chile,254,15.3,FALSE
Chile,279,929.8,FALSE
Chile,281,1713.1,FALSE
Chile,298,693,FALSE
Chile,306,758.9,FALSE
Chile,317,1097.1,FALSE
Chile,318,84.8,FALSE
"China, mainland",7,468.4,FALSE
"China, mainland",40,279,FALSE
"China, mainland",49,342.8,FALSE
"China, mainland",54,527.1,FALSE
"China, mainland",63,571,FALSE
"China, mainland",90,479.3,FALSE
"China, mainland",101,524.2,FALSE
"China, mainland",112,1487.6,FALSE
"China, mainland",128,967.7,FALSE
"China, mainland",158,558.2,FALSE
"China, mainland",169,264.3,FALSE
"China, mainland",192,1084.8,FALSE
"China, mainland",206,579.3,FALSE
"China, mainland",235,325.5,FALSE
"China, mainland",238,334,FALSE
"China, mainland",248,682.1,FALSE
"China, mainland",254,559.9,FALSE
"China, mainland",276,581.5,FALSE
"China, mainland",279,630.7,FALSE
"China, mainland",282,69.8,FALSE
"China, mainland",306,513.8,FALSE
"China, mainland",318,385.1,FALSE
Colombia,13,513.3,FALSE
Colombia,17,332.9,FALSE
Colombia,18,1154.1,FALSE
Colombia,19,629.9,FALSE
Colombia,49,191.9,FALSE
Colombia,52,272,FALSE
Colombia,154,261.5,FALSE
Colombia,175,224.4,FALSE
Colombia,205,262.5,FALSE
Colombia,215,240.9,FALSE
Colombia,217,770.9,FALSE
Colombia,218,513.3,FALSE
Colombia,228,173.5,FALSE
Colombia,235,262.5,FALSE
Colombia,254,381.8,FALSE
Colombia,84,1205.5,FALSE
Colombia,306,238,FALSE
Colombia,319,264.1,FALSE
Costa Rica,16,423.9,FALSE
Costa Rica,18,1089.5,FALSE
Costa Rica,49,353.2,FALSE
Costa Rica,54,771.5,FALSE
Costa Rica,77,1370.1,FALSE
Costa Rica,90,393.3,FALSE
Costa Rica,158,280,FALSE
Costa Rica,169,493.4,FALSE
Costa Rica,205,1044.8,FALSE
Costa Rica,208,50.5,FALSE
Costa Rica,215,282.2,FALSE
Costa Rica,235,812.5,FALSE
Costa Rica,254,552.3,FALSE
Costa Rica,296,642.5,FALSE
Costa Rica,305,4999.9,FALSE
Costa Rica,306,1155.1,FALSE
Costa Rica,317,378.7,FALSE
Costa Rica,319,674.6,FALSE
Croatia,4,2206.4,FALSE
Croatia,7,329.3,FALSE
Croatia,8,715.6,FALSE
Croatia,17,145.5,FALSE
Croatia,18,1076.9,FALSE
Croatia,19,1620.2,FALSE
Croatia,40,185.9,FALSE
Croatia,49,231.1,FALSE
Croatia,54,588.9,FALSE
Croatia,58,2387,FALSE
Croatia,63,476,FALSE
Croatia,90,639.1,FALSE
Croatia,105,2273.3,FALSE
Croatia,112,3012,FALSE
Croatia,120,787.9,FALSE
Croatia,106,3195.8,FALSE
Croatia,152,687.6,FALSE
Croatia,154,1105.4,FALSE
Croatia,158,597.7,FALSE
Croatia,169,131.9,FALSE
Croatia,179,389.8,FALSE
Croatia,192,2452.6,FALSE
Croatia,200,137.9,FALSE
Croatia,203,938.6,FALSE
Croatia,205,211.9,FALSE
Croatia,206,1156.7,FALSE
Croatia,208,477.6,FALSE
Croatia,219,677.4,FALSE
Croatia,221,505,FALSE
Croatia,217,293.9,FALSE
Croatia,218,358.5,FALSE
Croatia,231,315.7,FALSE
Croatia,235,200.4,FALSE
Croatia,248,349.5,FALSE
Croatia,259,131.5,FALSE
Croatia,276,341.9,FALSE
Croatia,281,1959.9,FALSE
Croatia,282,38.5,FALSE
Croatia,289,324.9,FALSE
Croatia,298,254.6,FALSE
Croatia,305,1292.3,FALSE
Croatia,306,510.7,FALSE
Croatia,308,135.3,FALSE
Croatia,316,2149.2,FALSE
Croatia,317,183.9,FALSE
Croatia,318,135,FALSE
Cyprus,4,1482.2,FALSE
Cyprus,7,597.3,FALSE
Cyprus,8,1482.2,FALSE
Cyprus,11,464.6,FALSE
Cyprus,13,2013.2,FALSE
Cyprus,16,442.5,FALSE
Cyprus,17,199.1,FALSE
Cyprus,18,2765.4,FALSE
Cyprus,19,2311.9,FALSE
Cyprus,33,2057.4,FALSE
Cyprus,40,542,FALSE
Cyprus,48,420.3,FALSE
Cyprus,49,475.6,FALSE
Cyprus,54,907,FALSE
Cyprus,58,6260.8,FALSE
Cyprus,60,2269.8,FALSE
Cyprus,63,1028.7,FALSE
Cyprus,86,4175.7,FALSE
Cyprus,90,724.5,FALSE
Cyprus,101,519.9,FALSE
Cyprus,105,1581.8,FALSE
Cyprus,121,254.4,FALSE
Cyprus,120,387.2,FALSE
Cyprus,128,2754.3,FALSE
Cyprus,106,2754.3,FALSE
Cyprus,154,365,FALSE
Cyprus,156,1769.8,FALSE
Cyprus,158,1327.4,FALSE
Cyprus,179,320.8,FALSE
Cyprus,192,2920.2,FALSE
Cyprus,200,331.8,FALSE
Cyprus,202,1902.6,FALSE
Cyprus,203,1039.8,FALSE
Cyprus,205,298.7,FALSE
Cyprus,206,2020.9,FALSE
Cyprus,208,232.3,FALSE
Cyprus,219,1216.8,FALSE
Cyprus,221,1194.6,FALSE
Cyprus,218,1924.7,FALSE
Cyprus,229,3894.8,FALSE
Cyprus,231,901.5,FALSE
Cyprus,235,398.2,FALSE
Cyprus,238,730.1,FALSE
Cyprus,243,1105,FALSE
Cyprus,267,2024.3,FALSE
Cyprus,279,1155.9,FALSE
Cyprus,281,1338.4,FALSE
Cyprus,298,394.9,FALSE
Cyprus,301,1139.3,FALSE
Cyprus,306,1095.1,FALSE
Cyprus,308,210.2,FALSE
Cyprus,316,5254.2,FALSE
Cyprus,317,320.8,FALSE
Cyprus,318,265.5,FALSE
Czechia,7,267.9,FALSE
Czechia,8,1131.3,FALSE
Czechia,17,164,FALSE
Czechia,40,290.3,FALSE
Czechia,49,311.3,FALSE
Czechia,54,631.6,FALSE
Czechia,58,1703,FALSE
Czechia,63,806.2,FALSE
Czechia,90,817.1,FALSE
Czechia,91,515.8,FALSE
Czechia,112,5229.6,FALSE
Czechia,120,800.4,FALSE
Czechia,138,8567.5,FALSE
Czechia,158,1296.3,FALSE
Czechia,161,713.3,FALSE
Czechia,169,159.6,FALSE
Czechia,192,1709.6,FALSE
Czechia,194,627.6,FALSE
Czechia,200,164.4,FALSE
Czechia,205,319.2,FALSE
Czechia,219,777.6,FALSE
Czechia,221,588.3,FALSE
Czechia,217,238.8,FALSE
Czechia,231,469.2,FALSE
Czechia,234,1365.3,FALSE
Czechia,235,233.1,FALSE
Czechia,248,414.4,FALSE
Czechia,259,153.5,FALSE
Czechia,281,2775.5,FALSE
Czechia,282,34.9,FALSE
Czechia,289,394.9,FALSE
Czechia,306,1007.2,FALSE
Czechia,308,138.1,FALSE
Czechia,318,148.1,FALSE
Denmark,7,468.5,FALSE
Denmark,17,151.8,FALSE
Denmark,40,241.2,FALSE
Denmark,49,600.3,FALSE
Denmark,54,1475.6,FALSE
Denmark,58,4324.3,FALSE
Denmark,90,1425.9,FALSE
Denmark,91,112.6,FALSE
Denmark,152,289.7,FALSE
Denmark,158,1697,FALSE
Denmark,192,11015.5,FALSE
Denmark,200,141.6,FALSE
Denmark,205,265.8,FALSE
Denmark,221,844.7,FALSE
Denmark,217,197.9,FALSE
Denmark,231,2125,FALSE
Denmark,235,275.7,FALSE
Denmark,248,398.3,FALSE
Denmark,249,10050.9,FALSE
Denmark,259,136.8,FALSE
Denmark,281,3424.1,FALSE
Denmark,282,44.7,FALSE
Denmark,306,1402,FALSE
Denmark,308,144.2,FALSE
Denmark,318,153.9,FALSE
Ecuador,7,876.7,FALSE
Ecuador,8,634.5,FALSE
Ecuador,13,1022.1,FALSE
Ecuador,16,255.3,FALSE
Ecuador,17,440.5,FALSE
Ecuador,18,1610.1,FALSE
Ecuador,19,675.3,FALSE
Ecuador,40,105.6,FALSE
Ecuador,49,162.7,FALSE
Ecuador,52,187.8,FALSE
Ecuador,54,326.2,FALSE
Ecuador,63,612.5,FALSE
Ecuador,74,2300.3,FALSE
Ecuador,77,435.8,FALSE
Ecuador,90,307.2,FALSE
Ecuador,128,1579.6,FALSE
Ecuador,158,151,FALSE
Ecuador,169,1076.8,FALSE
Ecuador,133,1925.8,FALSE
Ecuador,179,502.6,FALSE
Ecuador,205,357.5,FALSE
Ecuador,206,586.3,FALSE
Ecuador,208,367.2,FALSE
Ecuador,215,410,FALSE
Ecuador,221,797,FALSE
Ecuador,217,1375.5,FALSE
Ecuador,228,354.7,FALSE
Ecuador,231,1896,FALSE
Ecuador,235,335.4,FALSE
